phase,feature_id,name,surface,screen_or_menu,user_action,ui_states,http_method,endpoint_or_event,backend_service,data_entities,admin_control,permission,billing_rule,async_job,acceptance_criteria,test_ids,implementation_notes,status
P07,P07-003,输入和保存图片提示词,Android,图片工作台,输入和保存图片提示词,idle|loading|success|empty|error,N/A,android://image-prompt,Android UI,local_drafts,—,authenticated_user,none,none,用户可在“图片工作台”完成“输入和保存图片提示词”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态。,P07-003-UNIT|P07-003-API|P07-003-E2E,,PLANNED
P07,P07-004,选择图片模型,Android,图片工作台,选择图片模型,idle|loading|success|empty|error,GET,/api/mobile/v1/models?capability=image_generation,Model Catalog Service,models|model_capabilities,AI工具/图片模型,authenticated_user,none,none,用户可在“图片工作台”完成“选择图片模型”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片模型”能够查询或控制该能力，变更写入审计日志。,P07-004-UNIT|P07-004-API|P07-004-E2E,,PLANNED
P07,P07-005,选择比例、数量、质量和风格,Android,图片工作台,选择比例、数量、质量和风格,idle|loading|success|empty|error,GET,/api/mobile/v1/tools/image/options,Tool Configuration Service,tool_configs,AI工具/图片配置,authenticated_user,none,none,用户可在“图片工作台”完成“选择比例、数量、质量和风格”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片配置”能够查询或控制该能力，变更写入审计日志。,P07-005-UNIT|P07-005-API|P07-005-E2E,,PLANNED
P07,P07-006,上传参考图或待编辑图片,Android,图片工作台,上传参考图或待编辑图片,idle|loading|success|empty|error,POST,/api/mobile/v1/files/uploads,File Service,attachments,文件与存储/文件列表,authenticated_user,none,none,用户可在“图片工作台”完成“上传参考图或待编辑图片”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“文件与存储/文件列表”能够查询或控制该能力，变更写入审计日志。,P07-006-UNIT|P07-006-API|P07-006-E2E,,PLANNED
P07,P07-007,提交异步图片生成任务,Android,图片工作台,提交异步图片生成任务,idle|loading|success|empty|error,POST,/api/mobile/v1/images/generations,Image Job Service,jobs|image_generation_requests,AI工具/图片任务,authenticated_user,usage_metered,image_generation,用户可在“图片工作台”完成“提交异步图片生成任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片任务”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 image_generation 支持进度、取消、重试、幂等和失败诊断。,P07-007-UNIT|P07-007-API|P07-007-E2E,,PLANNED
P07,P07-008,提交异步图片编辑任务,Android,图片工作台,提交异步图片编辑任务,idle|loading|success|empty|error,POST,/api/mobile/v1/images/edits,Image Job Service,jobs|image_edit_requests,AI工具/图片任务,authenticated_user,usage_metered,image_edit,用户可在“图片工作台”完成“提交异步图片编辑任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片任务”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 image_edit 支持进度、取消、重试、幂等和失败诊断。,P07-008-UNIT|P07-008-API|P07-008-E2E,,PLANNED
P07,P07-009,预检额度并冻结预计费用,Backend,图片任务提交,预检额度并冻结预计费用,idle|loading|success|empty|error,N/A,domain://billing/reserve,Billing Service,ledger_transactions|credit_reservations,商业化/冻结记录,authenticated_user,usage_metered,none,用户可在“图片任务提交”完成“预检额度并冻结预计费用”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/冻结记录”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P07-009-UNIT|P07-009-API|P07-009-E2E,,PLANNED
P07,P07-010,轮询或订阅图片任务进度,Android,任务详情,轮询或订阅图片任务进度,idle|loading|success|empty|error,GET,/api/mobile/v1/jobs/{jobId}/events,Job Service,jobs|job_events,AI工具/图片任务,authenticated_user,none,none,用户可在“任务详情”完成“轮询或订阅图片任务进度”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片任务”能够查询或控制该能力，变更写入审计日志。,P07-010-UNIT|P07-010-API|P07-010-E2E,,PLANNED
P07,P07-011,取消等待或运行中的图片任务,Android,任务详情,取消等待或运行中的图片任务,idle|loading|success|empty|error,POST,/api/mobile/v1/jobs/{jobId}/cancel,Job Service,jobs,AI工具/图片任务,authenticated_user,none,none,用户可在“任务详情”完成“取消等待或运行中的图片任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片任务”能够查询或控制该能力，变更写入审计日志。,P07-011-UNIT|P07-011-API|P07-011-E2E,,PLANNED
P07,P07-012,重试可恢复的失败图片任务,Android,任务详情,重试可恢复的失败图片任务,idle|loading|success|empty|error,POST,/api/mobile/v1/jobs/{jobId}/retry,Job Service,jobs|job_attempts,AI工具/图片任务,authenticated_user,usage_metered,image_retry,用户可在“任务详情”完成“重试可恢复的失败图片任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片任务”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 image_retry 支持进度、取消、重试、幂等和失败诊断。,P07-012-UNIT|P07-012-API|P07-012-E2E,,PLANNED
P07,P07-013,任务完成后生成系统通知,Worker,任务通知,任务完成后生成系统通知,idle|loading|success|empty|error,N/A,job://notify-job-complete,Notification Worker,notifications|notification_deliveries,通知中心/模板,authenticated_user,none,job_notification,用户可在“任务通知”完成“任务完成后生成系统通知”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“通知中心/模板”能够查询或控制该能力，变更写入审计日志；异步任务 job_notification 支持进度、取消、重试、幂等和失败诊断。,P07-013-UNIT|P07-013-API|P07-013-E2E,,PLANNED
P07,P07-014,将生成结果保存为图片作品,Backend,图片结果,将生成结果保存为图片作品,idle|loading|success|empty|error,N/A,domain://artifacts/image-create,Artifact Service,artifacts|artifact_versions|artifact_assets,作品中心/图片作品,authenticated_user,none,none,用户可在“图片结果”完成“将生成结果保存为图片作品”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/图片作品”能够查询或控制该能力，变更写入审计日志。,P07-014-UNIT|P07-014-API|P07-014-E2E,,PLANNED
P07,P07-015,显示生成图片网格和详情,Android,图片结果,显示生成图片网格和详情,idle|loading|success|empty|error,GET,/api/mobile/v1/artifacts/{artifactId},Artifact Service,artifacts|artifact_assets,作品中心/作品详情,authenticated_user,none,none,用户可在“图片结果”完成“显示生成图片网格和详情”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/作品详情”能够查询或控制该能力，变更写入审计日志。,P07-015-UNIT|P07-015-API|P07-015-E2E,,PLANNED
P07,P07-016,下载或分享生成图片,Android,图片详情,下载或分享生成图片,idle|loading|success|empty|error,GET,/api/mobile/v1/artifacts/{artifactId}/download,Download Service,download_events,作品中心/下载记录,authenticated_user,none,none,用户可在“图片详情”完成“下载或分享生成图片”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/下载记录”能够查询或控制该能力，变更写入审计日志。,P07-016-UNIT|P07-016-API|P07-016-E2E,,PLANNED
P07,P07-017,基于作品继续编辑并创建新版本,Android,图片详情,基于作品继续编辑并创建新版本,idle|loading|success|empty|error,POST,/api/mobile/v1/artifacts/{artifactId}/versions,Artifact Service,artifact_versions|jobs,作品中心/作品版本,authenticated_user,usage_metered,image_edit,用户可在“图片详情”完成“基于作品继续编辑并创建新版本”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/作品版本”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 image_edit 支持进度、取消、重试、幂等和失败诊断。,P07-017-UNIT|P07-017-API|P07-017-E2E,,PLANNED
P07,P07-018,对输入和输出执行内容安全检查,Security,图片任务,对输入和输出执行内容安全检查,idle|loading|success|empty|error,N/A,policy://image-safety,Content Safety Service,content_safety_events,安全与审计/内容安全,authenticated_user,none,none,用户可在“图片任务”完成“对输入和输出执行内容安全检查”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“安全与审计/内容安全”能够查询或控制该能力，变更写入审计日志。,P07-018-UNIT|P07-018-API|P07-018-E2E,,PLANNED
P07,P07-019,按实际结果结算或释放冻结额度,Backend,图片任务完成,按实际结果结算或释放冻结额度,idle|loading|success|empty|error,N/A,domain://billing/settle-reservation,Billing Service,credit_reservations|ledger_entries,商业化/账本,authenticated_user,usage_metered,none,用户可在“图片任务完成”完成“按实际结果结算或释放冻结额度”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/账本”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P07-019-UNIT|P07-019-API|P07-019-E2E,,PLANNED
P07,P07-020,后台查询图片任务和供应商响应,Admin,AI工具/图片任务,后台查询图片任务和供应商响应,idle|loading|success|empty|error,GET,/admin/v1/image-jobs,Image Job Service,jobs|job_attempts,AI工具/图片任务,authenticated_user,none,none,用户可在“AI工具/图片任务”完成“后台查询图片任务和供应商响应”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片任务”能够查询或控制该能力，变更写入审计日志。,P07-020-UNIT|P07-020-API|P07-020-E2E,,PLANNED
P07,P07-021,后台配置图片模型、参数和定价,Admin,AI工具/图片配置,后台配置图片模型、参数和定价,idle|loading|success|empty|error,PUT,/admin/v1/tools/image/config,Tool Configuration Service,tool_configs|model_price_versions,AI工具/图片配置,authenticated_user,none,none,用户可在“AI工具/图片配置”完成“后台配置图片模型、参数和定价”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片配置”能够查询或控制该能力，变更写入审计日志。,P07-021-UNIT|P07-021-API|P07-021-E2E,,PLANNED
P07,P07-022,后台人工重试或终止异常图片任务,Admin,AI工具/图片任务,后台人工重试或终止异常图片任务,idle|loading|success|empty|error,POST,/admin/v1/jobs/{jobId}/action,Job Service,jobs|audit_logs,AI工具/图片任务,admin,none,image_admin_action,用户可在“AI工具/图片任务”完成“后台人工重试或终止异常图片任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/图片任务”能够查询或控制该能力，变更写入审计日志；异步任务 image_admin_action 支持进度、取消、重试、幂等和失败诊断。,P07-022-UNIT|P07-022-API|P07-022-E2E,,PLANNED
P08,P08-001,创建 PPT 项目并保存草稿,Android,工作/PPT向导,创建 PPT 项目并保存草稿,idle|loading|success|empty|error,POST,/api/mobile/v1/presentations,Presentation Service,presentation_projects,AI工具/PPT项目,authenticated_user,none,none,用户可在“工作/PPT向导”完成“创建 PPT 项目并保存草稿”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-001-UNIT|P08-001-API|P08-001-E2E,,PLANNED
P08,P08-002,填写主题、用途、受众、语言和页数,Android,PPT向导/基本信息,填写主题、用途、受众、语言和页数,idle|loading|success|empty|error,PATCH,/api/mobile/v1/presentations/{presentationId},Presentation Service,presentation_projects,AI工具/PPT项目,authenticated_user,none,none,用户可在“PPT向导/基本信息”完成“填写主题、用途、受众、语言和页数”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-002-UNIT|P08-002-API|P08-002-E2E,,PLANNED
P08,P08-003,添加 PDF、Word、Excel 或已有 PPT 资料,Android,PPT向导/资料,添加 PDF、Word、Excel 或已有 PPT 资料,idle|loading|success|empty|error,POST,/api/mobile/v1/presentations/{presentationId}/sources,Presentation Service,presentation_sources|attachments,AI工具/PPT项目,authenticated_user,none,none,用户可在“PPT向导/资料”完成“添加 PDF、Word、Excel 或已有 PPT 资料”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-003-UNIT|P08-003-API|P08-003-E2E,,PLANNED
P08,P08-004,选择 PPT 风格和模板,Android,PPT向导/模板,选择 PPT 风格和模板,idle|loading|success|empty|error,GET,/api/mobile/v1/presentation-templates,Template Service,presentation_templates,AI工具/PPT模板,authenticated_user,none,none,用户可在“PPT向导/模板”完成“选择 PPT 风格和模板”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT模板”能够查询或控制该能力，变更写入审计日志。,P08-004-UNIT|P08-004-API|P08-004-E2E,,PLANNED
P08,P08-005,生成结构化 PPT 大纲,Android,PPT向导/大纲,生成结构化 PPT 大纲,idle|loading|success|empty|error,POST,/api/mobile/v1/presentations/{presentationId}/outline,Presentation Job Service,jobs|presentation_outlines,AI工具/PPT任务,authenticated_user,usage_metered,ppt_outline_generation,用户可在“PPT向导/大纲”完成“生成结构化 PPT 大纲”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT任务”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 ppt_outline_generation 支持进度、取消、重试、幂等和失败诊断。,P08-005-UNIT|P08-005-API|P08-005-E2E,,PLANNED
P08,P08-006,编辑章节、页面标题和核心内容,Android,PPT大纲编辑,编辑章节、页面标题和核心内容,idle|loading|success|empty|error,PUT,/api/mobile/v1/presentations/{presentationId}/outline,Presentation Service,presentation_outlines,AI工具/PPT项目,authenticated_user,none,none,用户可在“PPT大纲编辑”完成“编辑章节、页面标题和核心内容”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-006-UNIT|P08-006-API|P08-006-E2E,,PLANNED
P08,P08-007,确认大纲后锁定渲染输入版本,Android,PPT大纲编辑,确认大纲后锁定渲染输入版本,idle|loading|success|empty|error,POST,/api/mobile/v1/presentations/{presentationId}/outline/approve,Presentation Service,presentation_outlines,AI工具/PPT项目,authenticated_user,none,none,用户可在“PPT大纲编辑”完成“确认大纲后锁定渲染输入版本”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-007-UNIT|P08-007-API|P08-007-E2E,,PLANNED
P08,P08-008,生成符合 Schema 的 Deck JSON,Worker,PPT内容生成,生成符合 Schema 的 Deck JSON,idle|loading|success|empty|error,N/A,job://ppt-deck-json,Presentation Worker,presentation_decks|jobs,AI工具/PPT任务,authenticated_user,usage_metered,ppt_deck_generation,用户可在“PPT内容生成”完成“生成符合 Schema 的 Deck JSON”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT任务”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 ppt_deck_generation 支持进度、取消、重试、幂等和失败诊断。,P08-008-UNIT|P08-008-API|P08-008-E2E,,PLANNED
P08,P08-009,校验 Deck JSON 结构和文本溢出风险,Worker,PPT结构校验,校验 Deck JSON 结构和文本溢出风险,idle|loading|success|empty|error,N/A,job://ppt-deck-validate,Presentation Worker,presentation_decks|validation_results,AI工具/PPT诊断,authenticated_user,none,ppt_validation,用户可在“PPT结构校验”完成“校验 Deck JSON 结构和文本溢出风险”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT诊断”能够查询或控制该能力，变更写入审计日志；异步任务 ppt_validation 支持进度、取消、重试、幂等和失败诊断。,P08-009-UNIT|P08-009-API|P08-009-E2E,,PLANNED
P08,P08-010,确定性渲染中文文本和版式,Worker,PPT渲染,确定性渲染中文文本和版式,idle|loading|success|empty|error,N/A,job://pptx-render,Presentation Worker,presentation_renders|artifact_assets,AI工具/PPT任务,authenticated_user,usage_metered,pptx_render,用户可在“PPT渲染”完成“确定性渲染中文文本和版式”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT任务”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 pptx_render 支持进度、取消、重试、幂等和失败诊断。,P08-010-UNIT|P08-010-API|P08-010-E2E,,PLANNED
P08,P08-011,生成 PPTX 文件,Worker,PPT渲染,生成 PPTX 文件,idle|loading|success|empty|error,N/A,artifact://pptx,Presentation Worker,artifact_versions|artifact_assets,作品中心/PPT作品,authenticated_user,none,pptx_render,用户可在“PPT渲染”完成“生成 PPTX 文件”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/PPT作品”能够查询或控制该能力，变更写入审计日志；异步任务 pptx_render 支持进度、取消、重试、幂等和失败诊断。,P08-011-UNIT|P08-011-API|P08-011-E2E,,PLANNED
P08,P08-012,生成 PDF 和每页预览图,Worker,PPT预览,生成 PDF 和每页预览图,idle|loading|success|empty|error,N/A,job://ppt-preview-render,Presentation Worker,presentation_renders|artifact_assets,AI工具/PPT任务,authenticated_user,none,ppt_preview_render,用户可在“PPT预览”完成“生成 PDF 和每页预览图”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT任务”能够查询或控制该能力，变更写入审计日志；异步任务 ppt_preview_render 支持进度、取消、重试、幂等和失败诊断。,P08-012-UNIT|P08-012-API|P08-012-E2E,,PLANNED
P08,P08-013,显示异步生成进度和阶段,Android,PPT任务详情,显示异步生成进度和阶段,idle|loading|success|empty|error,GET,/api/mobile/v1/jobs/{jobId}/events,Job Service,jobs|job_events,AI工具/PPT任务,authenticated_user,none,none,用户可在“PPT任务详情”完成“显示异步生成进度和阶段”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT任务”能够查询或控制该能力，变更写入审计日志。,P08-013-UNIT|P08-013-API|P08-013-E2E,,PLANNED
P08,P08-014,预览和横向浏览每页幻灯片,Android,PPT预览,预览和横向浏览每页幻灯片,idle|loading|success|empty|error,GET,/api/mobile/v1/presentations/{presentationId}/slides,Presentation Service,presentation_slides|artifact_assets,AI工具/PPT项目,authenticated_user,none,none,用户可在“PPT预览”完成“预览和横向浏览每页幻灯片”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-014-UNIT|P08-014-API|P08-014-E2E,,PLANNED
P08,P08-015,拖动调整页面顺序,Android,PPT预览,拖动调整页面顺序,idle|loading|success|empty|error,PUT,/api/mobile/v1/presentations/{presentationId}/slide-order,Presentation Service,presentation_slides,AI工具/PPT项目,authenticated_user,none,none,用户可在“PPT预览”完成“拖动调整页面顺序”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-015-UNIT|P08-015-API|P08-015-E2E,,PLANNED
P08,P08-016,重新生成单页内容,Android,PPT单页编辑,重新生成单页内容,idle|loading|success|empty|error,POST,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/regenerate,Presentation Job Service,jobs|presentation_slides,AI工具/PPT任务,authenticated_user,usage_metered,ppt_slide_regenerate,用户可在“PPT单页编辑”完成“重新生成单页内容”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT任务”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 ppt_slide_regenerate 支持进度、取消、重试、幂等和失败诊断。,P08-016-UNIT|P08-016-API|P08-016-E2E,,PLANNED
P08,P08-017,更换单页版式,Android,PPT单页编辑,更换单页版式,idle|loading|success|empty|error,PUT,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/layout,Presentation Service,presentation_slides,AI工具/PPT模板,authenticated_user,none,none,用户可在“PPT单页编辑”完成“更换单页版式”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT模板”能够查询或控制该能力，变更写入审计日志。,P08-017-UNIT|P08-017-API|P08-017-E2E,,PLANNED
P08,P08-018,替换单页图片或图表数据,Android,PPT单页编辑,替换单页图片或图表数据,idle|loading|success|empty|error,PUT,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/assets,Presentation Service,presentation_slides|artifact_assets,AI工具/PPT项目,authenticated_user,none,none,用户可在“PPT单页编辑”完成“替换单页图片或图表数据”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-018-UNIT|P08-018-API|P08-018-E2E,,PLANNED
P08,P08-019,为每次修改创建作品版本,Backend,PPT版本,为每次修改创建作品版本,idle|loading|success|empty|error,POST,/api/mobile/v1/presentations/{presentationId}/versions,Artifact Service,artifacts|artifact_versions,作品中心/作品版本,authenticated_user,none,none,用户可在“PPT版本”完成“为每次修改创建作品版本”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/作品版本”能够查询或控制该能力，变更写入审计日志。,P08-019-UNIT|P08-019-API|P08-019-E2E,,PLANNED
P08,P08-020,下载 PPTX 或 PDF,Android,PPT详情,下载 PPTX 或 PDF,idle|loading|success|empty|error,GET,/api/mobile/v1/presentations/{presentationId}/download?format={format},Download Service,artifact_assets|download_events,作品中心/下载记录,authenticated_user,none,none,用户可在“PPT详情”完成“下载 PPTX 或 PDF”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/下载记录”能够查询或控制该能力，变更写入审计日志。,P08-020-UNIT|P08-020-API|P08-020-E2E,,PLANNED
P08,P08-021,复制 PPT 项目继续创作,Android,PPT详情,复制 PPT 项目继续创作,idle|loading|success|empty|error,POST,/api/mobile/v1/presentations/{presentationId}/duplicate,Presentation Service,presentation_projects|presentation_decks,AI工具/PPT项目,authenticated_user,none,none,用户可在“PPT详情”完成“复制 PPT 项目继续创作”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT项目”能够查询或控制该能力，变更写入审计日志。,P08-021-UNIT|P08-021-API|P08-021-E2E,,PLANNED
P08,P08-022,后台管理 PPT 模板、母版和品牌包,Admin,AI工具/PPT模板,后台管理 PPT 模板、母版和品牌包,idle|loading|success|empty|error,GET|POST,/admin/v1/presentation-templates,Template Service,presentation_templates|brand_kits,AI工具/PPT模板,authenticated_user,none,none,用户可在“AI工具/PPT模板”完成“后台管理 PPT 模板、母版和品牌包”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT模板”能够查询或控制该能力，变更写入审计日志。,P08-022-UNIT|P08-022-API|P08-022-E2E,,PLANNED
P08,P08-023,后台诊断文字溢出、字体和渲染失败,Admin,AI工具/PPT诊断,后台诊断文字溢出、字体和渲染失败,idle|loading|success|empty|error,GET,/admin/v1/presentation-renders/{renderId}/diagnostics,Presentation Worker,validation_results|job_attempts,AI工具/PPT诊断,authenticated_user,none,none,用户可在“AI工具/PPT诊断”完成“后台诊断文字溢出、字体和渲染失败”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT诊断”能够查询或控制该能力，变更写入审计日志。,P08-023-UNIT|P08-023-API|P08-023-E2E,,PLANNED
P08,P08-024,后台重试或取消 PPT 渲染任务,Admin,AI工具/PPT任务,后台重试或取消 PPT 渲染任务,idle|loading|success|empty|error,POST,/admin/v1/jobs/{jobId}/action,Job Service,jobs|audit_logs,AI工具/PPT任务,admin,none,ppt_admin_action,用户可在“AI工具/PPT任务”完成“后台重试或取消 PPT 渲染任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/PPT任务”能够查询或控制该能力，变更写入审计日志；异步任务 ppt_admin_action 支持进度、取消、重试、幂等和失败诊断。,P08-024-UNIT|P08-024-API|P08-024-E2E,,PLANNED
P08,P08-025,按大纲、模型、图片和渲染成本结算,Backend,PPT计费,按大纲、模型、图片和渲染成本结算,idle|loading|success|empty|error,N/A,domain://billing/presentation-settle,Billing Service,usage_events|ledger_entries,商业化/账本,authenticated_user,usage_metered,none,用户可在“PPT计费”完成“按大纲、模型、图片和渲染成本结算”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/账本”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P08-025-UNIT|P08-025-API|P08-025-E2E,,PLANNED
P09,P09-001,工作页聚合工具、项目、作品和任务,Android,工作,工作页聚合工具、项目、作品和任务,idle|loading|success|empty|error,GET,/api/mobile/v1/work,Mobile BFF,projects|artifacts|jobs,内容运营/工作页配置,authenticated_user,none,none,用户可在“工作”完成“工作页聚合工具、项目、作品和任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“内容运营/工作页配置”能够查询或控制该能力，变更写入审计日志。,P09-001-UNIT|P09-001-API|P09-001-E2E,,PLANNED
