page_id,surface,name,route,layout_profile,state_profile,state_count,feature_ids,phases,primary_phase,work_packets,visual_kind,parent_page_id,visual_template,visual_title,screen_signature,design_system_version,mockup_gate
YL-M-095,ADMIN,项目与知识库/上下文策略,/admin/095,admin_config,admin_config,11,P06-013,P06,P06,P06-W03,PAGE,,admin_config,上下文策略,7497f838892b2a97,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-096,ADMIN,项目与知识库/引用,/admin/096,admin_list,admin_list,8,P06-014,P06,P06,P06-W03,PAGE,,admin_list,引用,646704f20c44ca84,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-097,ADMIN,项目与知识库/搜索,/admin/097,admin_list,admin_list,8,P06-017,P06,P06,P06-W04,PAGE,,admin_list,搜索,b30fb1b346c121d9,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-098,ADMIN,项目与知识库/诊断,/admin/098,admin_detail,admin_detail,11,P06-019,P06,P06,P06-W04,PAGE,,admin_detail,诊断,e96f4e9e228e5c0f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-099,ADMIN,项目与知识库/检索测试,/admin/099,admin_detail,admin_detail,11,P06-020,P06,P06,P06-W04,PAGE,,admin_detail,检索测试,0db689401818e680,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-100,ADMIN,AI工具/图片配置,/admin/100,admin_config,admin_config,11,P07-001|P07-002|P07-005|P07-021,P07,P07,P07-W01|P07-W04,PAGE,,admin_config,图片配置,e87cb4e8fec99774,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-101,ADMIN,AI工具/图片模型,/admin/101,admin_list,admin_list,8,P07-004,P07,P07,P07-W01,PAGE,,admin_list,图片模型,7c2e9297c1e3ab9d,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-102,ADMIN,AI工具/图片任务,/admin/102,admin_list,admin_list,8,P07-007|P07-008|P07-010|P07-011|P07-012|P07-020|P07-022,P07,P07,P07-W02|P07-W04,PAGE,,admin_list,图片任务,fff332c296c9d1c7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-103,ADMIN,商业化/冻结记录,/admin/103,admin_list,admin_list,8,P07-009|P10-015,P07|P10,P07,P07-W02|P10-W03,PAGE,,admin_list,冻结记录,849d875a6a5988b0,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-104,ADMIN,通知中心/模板,/admin/104,admin_config,admin_config,11,P07-013,P07,P07,P07-W03,PAGE,,admin_config,模板,8674d4de88285b63,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-105,ADMIN,作品中心/图片作品,/admin/105,admin_list,admin_list,8,P07-014,P07,P07,P07-W03,PAGE,,admin_list,图片作品,4555bab66d9ad79f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-106,ADMIN,作品中心/作品详情,/admin/106,admin_detail,admin_detail,11,P07-015|P09-004,P07|P09,P07,P07-W03|P09-W01,PAGE,,admin_detail,作品详情,772c4862a64e8d85,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-107,ADMIN,作品中心/下载记录,/admin/107,admin_list,admin_list,8,P07-016|P08-020,P07|P08,P07,P07-W03|P08-W04,PAGE,,admin_list,下载记录,539e08e2d0ac25b0,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-108,ADMIN,作品中心/作品版本,/admin/108,admin_config,admin_config,11,P07-017|P08-019,P07|P08,P07,P07-W03|P08-W03,PAGE,,admin_config,作品版本,d096b31e1c5aa086,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-109,ADMIN,安全与审计/内容安全,/admin/109,admin_approval,admin_approval,8,P07-018,P07,P07,P07-W04,PAGE,,admin_approval,内容安全,dc731c1b3b5fb783,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-110,ADMIN,商业化/账本,/admin/110,admin_list,admin_list,8,P07-019|P08-025|P10-007|P10-010,P07|P08|P10,P07,P07-W04|P08-W04|P10-W02,PAGE,,admin_list,账本,26ca4679d32fd24d,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-111,ADMIN,AI工具/PPT项目,/admin/111,admin_list,admin_list,8,P08-001|P08-002|P08-003|P08-006|P08-007|P08-014|P08-015|P08-018|P08-021,P08,P08,P08-W01|P08-W03|P08-W04,PAGE,,admin_list,PPT项目,05c657c52d8e12e6,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-112,ADMIN,AI工具/PPT模板,/admin/112,admin_config,admin_config,11,P08-004|P08-017|P08-022,P08,P08,P08-W01|P08-W03|P08-W04,PAGE,,admin_config,PPT模板,64208316b1764771,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-113,ADMIN,AI工具/PPT任务,/admin/113,admin_list,admin_list,8,P08-005|P08-008|P08-010|P08-012|P08-013|P08-016|P08-024,P08,P08,P08-W01|P08-W02|P08-W03|P08-W04,PAGE,,admin_list,PPT任务,dde86af65f3531b4,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-114,ADMIN,AI工具/PPT诊断,/admin/114,admin_detail,admin_detail,11,P08-009|P08-023,P08,P08,P08-W02|P08-W04,PAGE,,admin_detail,PPT诊断,f0b2f7f11aac30fe,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-115,ADMIN,作品中心/PPT作品,/admin/115,admin_list,admin_list,8,P08-011,P08,P08,P08-W02,PAGE,,admin_list,PPT作品,6ea925aff8b7a958,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-116,ADMIN,内容运营/工作页配置,/admin/116,admin_config,admin_config,11,P09-001,P09,P09,P09-W01,PAGE,,admin_config,工作页配置,a37bdfe9e12b594c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-117,ADMIN,AI工具/工具目录,/admin/117,admin_config,admin_config,11,P09-002,P09,P09,P09-W01,PAGE,,admin_config,工具目录,295b38cb2dedc64b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-118,ADMIN,作品中心/作品列表,/admin/118,admin_list,admin_list,8,P09-003,P09,P09,P09-W01,PAGE,,admin_list,作品列表,6a0e8dd85018b71a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-119,ADMIN,内容运营/发现页,/admin/119,admin_list,admin_list,8,P09-006|P09-007|P09-011,P09,P09,P09-W02|P09-W03,PAGE,,admin_list,发现页,cd0229fff200be99,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-120,ADMIN,内容运营/Prompt模板,/admin/120,admin_config,admin_config,11,P09-008,P09,P09,P09-W02,PAGE,,admin_config,Prompt模板,d5be82de88cd183d,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-121,ADMIN,模型与供应商/模型展示,/admin/121,admin_list,admin_list,8,P09-009,P09,P09,P09-W02,PAGE,,admin_list,模型展示,9a633fb0d273a410,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-122,ADMIN,内容运营/公告,/admin/122,admin_list,admin_list,8,P09-010,P09,P09,P09-W02,PAGE,,admin_list,公告,c879232bd2ae56ce,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-123,ADMIN,内容运营/收藏统计,/admin/123,admin_list,admin_list,8,P09-015,P09,P09,P09-W03,PAGE,,admin_list,收藏统计,eb804a490df3e209,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-124,ADMIN,对话与内容/指令策略,/admin/124,admin_config,admin_config,11,P09-017,P09,P09,P09-W04,PAGE,,admin_config,指令策略,41fca3b8c48782ec,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-125,ADMIN,对话与内容/记忆管理,/admin/125,admin_list,admin_list,8,P09-018,P09,P09,P09-W04,PAGE,,admin_list,记忆管理,28937975127da1bd,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-126,ADMIN,通知中心/用户设置,/admin/126,admin_list,admin_list,8,P09-019,P09,P09,P09-W04,PAGE,,admin_list,用户设置,77262ca17c9ddd43,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-127,ADMIN,系统设置/默认外观,/admin/127,admin_config,admin_config,11,P09-020,P09,P09,P09-W04,PAGE,,admin_config,默认外观,6afe6468124c85be,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-128,ADMIN,安全与审计/数据导出,/admin/128,admin_approval,admin_approval,8,P09-021,P09,P09,P09-W05,PAGE,,admin_approval,数据导出,a0c9047d15879980,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-129,ADMIN,安全与审计/删除请求,/admin/129,admin_approval,admin_approval,8,P09-022,P09,P09,P09-W05,PAGE,,admin_approval,删除请求,a76952eb2f2b781e,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-130,ADMIN,系统运营/App版本,/admin/130,admin_config,admin_config,11,P09-023|P13-013,P09|P13,P09,P09-W05|P13-W03,PAGE,,admin_config,App版本,a08f0caeb16a31d2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-131,ADMIN,系统运营/反馈工单,/admin/131,admin_list,admin_list,8,P09-024,P09,P09,P09-W05,PAGE,,admin_list,反馈工单,bbce05b15dd683c2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-132,ADMIN,可观测性/事故管理,/admin/132,admin_dashboard,admin_dashboard,7,P09-025,P09,P09,P09-W05,PAGE,,admin_dashboard,事故管理,d287a2c26631863f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-133,ADMIN,商业化/产品与套餐,/admin/133,admin_list,admin_list,8,P10-001|P10-002,P10,P10,P10-W01,PAGE,,admin_list,产品与套餐,90dfbb7df3629379,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-134,ADMIN,商业化/订单,/admin/134,admin_list,admin_list,8,P10-003,P10,P10,P10-W01,PAGE,,admin_list,订单,5756add2ba623517,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-135,ADMIN,商业化/支付回调,/admin/135,admin_list,admin_list,8,P10-004,P10,P10,P10-W01,PAGE,,admin_list,支付回调,a13f1f63e34ccc18,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-136,ADMIN,商业化/钱包,/admin/136,admin_list,admin_list,8,P10-005|P10-006|P10-008|P10-009,P10,P10,P10-W01|P10-W02,PAGE,,admin_list,钱包,db049f8c428761e8,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-137,ADMIN,商业化/订阅,/admin/137,admin_list,admin_list,8,P10-011,P10,P10,P10-W02,PAGE,,admin_list,订阅,a4e6369f485be707,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-138,ADMIN,商业化/权益,/admin/138,admin_list,admin_list,8,P10-012,P10,P10,P10-W02,PAGE,,admin_list,权益,be451094b41cb3da,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-139,ADMIN,商业化/用量,/admin/139,admin_list,admin_list,8,P10-013|P10-016,P10,P10,P10-W03,PAGE,,admin_list,用量,c3824256919b7bd4,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-140,ADMIN,Sub2API与通道/用户映射,/admin/140,admin_config,admin_config,11,P10-017|P10-018,P10,P10,P10-W03,PAGE,,admin_config,用户映射,776fdb7e6e4e4f3f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-141,ADMIN,Sub2API与通道/API Key映射,/admin/141,admin_config,admin_config,11,P10-019,P10,P10,P10-W04,PAGE,,admin_config,API Key映射,983f7f552d8880c9,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-142,ADMIN,Sub2API与通道/余额同步,/admin/142,admin_config,admin_config,11,P10-020,P10,P10,P10-W04,PAGE,,admin_config,余额同步,db2342092bf9302e,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-143,ADMIN,Sub2API与通道/套餐同步,/admin/143,admin_config,admin_config,11,P10-021,P10,P10,P10-W04,PAGE,,admin_config,套餐同步,83787bcd3e9ffe6b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-144,ADMIN,Sub2API与通道/用量同步,/admin/144,admin_config,admin_config,11,P10-022,P10,P10,P10-W04,PAGE,,admin_config,用量同步,9c28096090973f01,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-145,ADMIN,商业化/对账,/admin/145,admin_list,admin_list,8,P10-023,P10,P10,P10-W04,PAGE,,admin_list,对账,31bc0995a8d5b7b1,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-146,ADMIN,Sub2API与通道/同步任务,/admin/146,admin_config,admin_config,11,P10-024,P10,P10,P10-W04,PAGE,,admin_config,同步任务,e2136921638f9da4,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-147,ADMIN,商业化/交易管理,/admin/147,admin_list,admin_list,8,P10-025,P10,P10,P10-W05,PAGE,,admin_list,交易管理,5bc8aca73a86bbfe,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-148,ADMIN,商业化/钱包与账本,/admin/148,admin_list,admin_list,8,P10-026,P10,P10,P10-W05,PAGE,,admin_list,钱包与账本,40b54572409da46e,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-149,ADMIN,商业化/退款,/admin/149,admin_list,admin_list,8,P10-027,P10,P10,P10-W05,PAGE,,admin_list,退款,3855ddd8f532b36e,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-150,ADMIN,商业化/额度策略,/admin/150,admin_config,admin_list,8,P10-028,P10,P10,P10-W05,PAGE,,admin_config,额度策略,1e3779673ae06f4b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-151,ADMIN,Sub2API与通道/通道配置,/admin/151,admin_config,admin_config,11,P10-030,P10,P10,P10-W05,PAGE,,admin_config,通道配置,32bd7a2f053641d7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-152,ADMIN,开发者平台/概览,/admin/152,admin_list,admin_list,8,P11-001,P11,P11,P11-W01,PAGE,,admin_list,概览,50f0437abf9178f2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-153,ADMIN,开发者平台/开发者用户,/admin/153,admin_list,admin_list,8,P11-002|P11-031,P11,P11,P11-W01|P11-W05,PAGE,,admin_list,开发者用户,b4da3f651cc6ccde,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-154,ADMIN,Sub2API与通道/OIDC,/admin/154,admin_config,admin_config,11,P11-003,P11,P11,P11-W01,PAGE,,admin_config,OIDC,f5ee0429f4692ae4,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-155,ADMIN,开发者平台/API Key,/admin/155,admin_list,admin_list,8,P11-004|P11-005|P11-006|P11-007,P11,P11,P11-W01,PAGE,,admin_list,API Key,d44532fecac51a7f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-156,ADMIN,开发者平台/预算,/admin/156,admin_list,admin_list,8,P11-008|P11-009,P11,P11,P11-W02,PAGE,,admin_list,预算,92eb7f502990a84f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-157,ADMIN,开发者平台/API Key策略,/admin/157,admin_config,admin_config,11,P11-010|P11-030,P11,P11,P11-W02|P11-W05,PAGE,,admin_config,API Key策略,9dc4b2873ebe3574,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-158,ADMIN,开发者平台/安全事件,/admin/158,admin_list,admin_list,8,P11-011,P11,P11,P11-W02,PAGE,,admin_list,安全事件,21dfa1b7d1aad3fa,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-159,ADMIN,开发者平台/限流策略,/admin/159,admin_config,admin_config,11,P11-012,P11,P11,P11-W02,PAGE,,admin_config,限流策略,100bd75a7b00eef8,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-160,ADMIN,开发者平台/API版本,/admin/160,admin_config,admin_config,11,P11-013|P11-018|P11-019|P11-032,P11,P11,P11-W02|P11-W03|P11-W05,PAGE,,admin_config,API版本,b0e96241d7b73102,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-161,ADMIN,开发者平台/API日志,/admin/161,admin_dashboard,admin_dashboard,7,P11-014|P11-015|P11-016|P11-017|P11-023,P11,P11,P11-W02|P11-W03|P11-W04,PAGE,,admin_dashboard,API日志,907d78d2481b2485,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-162,ADMIN,开发者平台/模型别名,/admin/162,admin_list,admin_list,8,P11-020,P11,P11,P11-W03,PAGE,,admin_list,模型别名,32b8432c2ca158b7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-163,ADMIN,开发者平台/错误码,/admin/163,admin_list,admin_list,8,P11-021,P11,P11,P11-W04,PAGE,,admin_list,错误码,aa892b11cd0e4684,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-164,ADMIN,开发者平台/用量,/admin/164,admin_list,admin_list,8,P11-022,P11,P11,P11-W04,PAGE,,admin_list,用量,f753b95021256e73,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-165,ADMIN,开发者平台/Playground,/admin/165,admin_list,admin_list,8,P11-024,P11,P11,P11-W04,PAGE,,admin_list,Playground,eb8b5f7471001e1a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-166,ADMIN,开发者平台/API文档,/admin/166,admin_list,admin_list,8,P11-026,P11,P11,P11-W04,PAGE,,admin_list,API文档,4b515990491151fe,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-167,ADMIN,开发者平台/告警,/admin/167,admin_dashboard,admin_dashboard,7,P11-027,P11,P11,P11-W05,PAGE,,admin_dashboard,告警,5a55656f85e6df02,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-168,ADMIN,开发者平台/Webhook,/admin/168,admin_list,admin_list,8,P11-028|P11-029,P11,P11,P11-W05,PAGE,,admin_list,Webhook,13a8c38a5e8f43c4,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-169,ADMIN,安全与审计/WAF,/admin/169,admin_approval,admin_approval,8,P12-001,P12,P12,P12-W01,PAGE,,admin_approval,WAF,a42863c98022779f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-170,ADMIN,安全与审计/扫描结果,/admin/170,admin_approval,admin_approval,8,P12-002|P12-003,P12,P12,P12-W01,PAGE,,admin_approval,扫描结果,7c91acb739267681,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-171,ADMIN,安全与审计/密钥管理,/admin/171,admin_approval,admin_approval,8,P12-004,P12,P12,P12-W01,PAGE,,admin_approval,密钥管理,995cf344c8f5eaa1,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-172,ADMIN,安全与审计/操作审计,/admin/172,admin_approval,admin_approval,8,P12-005,P12,P12,P12-W01,PAGE,,admin_approval,操作审计,267822ffa9bee5ec,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-173,ADMIN,安全与审计/风险事件,/admin/173,admin_approval,admin_approval,8,P12-006,P12,P12,P12-W02,PAGE,,admin_approval,风险事件,a1b3a47a9e9a1464,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-174,ADMIN,安全与审计/审批,/admin/174,admin_approval,admin_approval,8,P12-007,P12,P12,P12-W02,PAGE,,admin_approval,审批,960dc5674a354153,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-175,ADMIN,可观测性/指标,/admin/175,admin_dashboard,admin_dashboard,7,P12-008,P12,P12,P12-W02,PAGE,,admin_dashboard,指标,12e11c6660e25ba5,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-176,ADMIN,可观测性/日志,/admin/176,admin_dashboard,admin_dashboard,7,P12-009,P12,P12,P12-W02,PAGE,,admin_dashboard,日志,d0a3de5a83fb74ec,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-177,ADMIN,可观测性/链路,/admin/177,admin_dashboard,admin_dashboard,7,P12-010,P12,P12,P12-W02,PAGE,,admin_dashboard,链路,e9b872ac8c4a29c7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-178,ADMIN,可观测性/告警,/admin/178,admin_dashboard,admin_dashboard,7,P12-011,P12,P12,P12-W03,PAGE,,admin_dashboard,告警,19369598caff76a9,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-179,ADMIN,可观测性/事故,/admin/179,admin_dashboard,admin_dashboard,7,P12-012,P12,P12,P12-W03,PAGE,,admin_dashboard,事故,cc062e7e0ab98a1f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-180,ADMIN,可观测性/压测,/admin/180,admin_dashboard,admin_dashboard,7,P12-013|P12-014|P12-015,P12,P12,P12-W03,PAGE,,admin_dashboard,压测,9ecab4c2b4fd4644,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-181,ADMIN,可观测性/数据库,/admin/181,admin_list,admin_list,8,P12-017,P12,P12,P12-W04,PAGE,,admin_list,数据库,81801d285f92d5a6,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-182,ADMIN,可观测性/恢复演练,/admin/182,admin_list,admin_list,8,P12-018|P12-019|P12-022|P13-005,P12|P13,P12,P12-W04|P12-W05|P13-W01,PAGE,,admin_list,恢复演练,a26ae3299f006cde,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-183,ADMIN,文件与存储/生命周期,/admin/183,admin_list,admin_list,8,P12-020,P12,P12,P12-W04,PAGE,,admin_list,生命周期,1ebda10e4bfe6965,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-184,ADMIN,可观测性/备份,/admin/184,admin_list,admin_list,8,P12-021,P12,P12,P12-W05,PAGE,,admin_list,备份,280673d18fca4591,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-185,ADMIN,安全与审计/隐私请求,/admin/185,admin_approval,admin_approval,8,P12-023,P12,P12,P12-W05,PAGE,,admin_approval,隐私请求,70f6f0f83f59cdeb,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-186,ADMIN,系统设置/数据保留,/admin/186,admin_list,admin_list,8,P12-024,P12,P12,P12-W05,PAGE,,admin_list,数据保留,5dbf60e7f71cf982,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-187,ADMIN,可观测性/运行手册,/admin/187,admin_config,admin_config,11,P12-025,P12,P12,P12-W05,PAGE,,admin_config,运行手册,a26dcd32492adec7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-188,ADMIN,质量与发布/测试,/admin/188,admin_list,admin_list,8,P13-001,P13,P13,P13-W01,PAGE,,admin_list,测试,843ff5ff9d4c11b6,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-189,ADMIN,质量与发布/真机验收,/admin/189,admin_list,admin_list,8,P13-002,P13,P13,P13-W01,PAGE,,admin_list,真机验收,d963c768f1f7777a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-190,ADMIN,管理员与权限/审计,/admin/190,admin_approval,admin_approval,8,P13-003,P13,P13,P13-W01,PAGE,,admin_approval,审计,80362cd516b6a225,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-191,ADMIN,模型与供应商/故障切换,/admin/191,admin_list,admin_list,8,P13-010,P13,P13,P13-W02,PAGE,,admin_list,故障切换,9b721ae333a4672a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-192,ADMIN,可观测性/容量规划,/admin/192,admin_dashboard,admin_dashboard,7,P13-011,P13,P13,P13-W03,PAGE,,admin_dashboard,容量规划,ec4fbfeae35c0f8b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-193,ADMIN,质量与发布/商业就绪,/admin/193,admin_list,admin_list,8,P13-012,P13,P13,P13-W03,PAGE,,admin_list,商业就绪,9a4129df81330352,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
