interaction_id,feature_id,page_id,surface,binding_role,user_action,endpoint_or_event,permission,billing_rule,visual_source,functional_source,status
YL-A-052-C-P05_018-01,P05-018,YL-A-052,ANDROID,PRIMARY_VISIBLE,下载原始文件或派生文件,/api/mobile/v1/files/{fileId}/download,authenticated_user,none,approved mockup states for YL-A-052,contracts/feature-map.yaml,PLANNED
YL-M-084-C-P05_018-02,P05-018,YL-M-084,ADMIN,ADMIN_CONTROL,下载原始文件或派生文件,/api/mobile/v1/files/{fileId}/download,authenticated_user,none,approved mockup states for YL-M-084,contracts/feature-map.yaml,PLANNED
YL-A-051-C-P05_019-01,P05-019,YL-A-051,ANDROID,PRIMARY_VISIBLE,删除文件并处理引用关系,/api/mobile/v1/files/{fileId},authenticated_user,none,approved mockup states for YL-A-051,contracts/feature-map.yaml,PLANNED
YL-M-085-C-P05_019-02,P05-019,YL-M-085,ADMIN,ADMIN_CONTROL,删除文件并处理引用关系,/api/mobile/v1/files/{fileId},authenticated_user,none,approved mockup states for YL-M-085,contracts/feature-map.yaml,PLANNED
YL-M-086-C-P05_020-01,P05-020,YL-M-086,ADMIN,ADMIN_CONTROL,按套餐执行文件大小和空间配额,policy://file-quota,authenticated_user,none,approved mockup states for YL-M-086,contracts/feature-map.yaml,PLANNED
YL-M-087-C-P05_021-01,P05-021,YL-M-087,ADMIN,ADMIN_CONTROL,生成过期上传会话和孤儿对象清理任务,job://storage-cleanup,system,none,approved mockup states for YL-M-087,contracts/feature-map.yaml,PLANNED
YL-M-076-C-P05_022-01,P05-022,YL-M-076,ADMIN,ADMIN_CONTROL,后台查询文件、归属和处理状态,/admin/v1/files,authenticated_user,none,approved mockup states for YL-M-076,contracts/feature-map.yaml,PLANNED
YL-M-081-C-P05_023-01,P05-023,YL-M-081,ADMIN,ADMIN_CONTROL,后台重试文件解析任务,/admin/v1/files/{fileId}/reprocess,admin,none,approved mockup states for YL-M-081,contracts/feature-map.yaml,PLANNED
YL-M-088-C-P05_024-01,P05-024,YL-M-088,ADMIN,ADMIN_CONTROL,为模型生成短期安全下载地址,/internal/v1/files/{fileId}/provider-access,authenticated_user,none,approved mockup states for YL-M-088,contracts/feature-map.yaml,PLANNED
YL-M-087-C-P05_025-01,P05-025,YL-M-087,ADMIN,ADMIN_CONTROL,清理过期上游文件引用,job://provider-file-cleanup,system,none,approved mockup states for YL-M-087,contracts/feature-map.yaml,PLANNED
YL-A-053-C-P06_001-01,P06-001,YL-A-053,ANDROID,PRIMARY_VISIBLE,分页展示项目列表,/api/mobile/v1/projects,authenticated_user,none,approved mockup states for YL-A-053,contracts/feature-map.yaml,PLANNED
YL-M-089-C-P06_001-02,P06-001,YL-M-089,ADMIN,ADMIN_CONTROL,分页展示项目列表,/api/mobile/v1/projects,authenticated_user,none,approved mockup states for YL-M-089,contracts/feature-map.yaml,PLANNED
YL-A-054-C-P06_002-01,P06-002,YL-A-054,ANDROID,PRIMARY_VISIBLE,创建项目和默认工作区关系,/api/mobile/v1/projects,authenticated_user,none,approved mockup states for YL-A-054,contracts/feature-map.yaml,PLANNED
YL-M-089-C-P06_002-02,P06-002,YL-M-089,ADMIN,ADMIN_CONTROL,创建项目和默认工作区关系,/api/mobile/v1/projects,authenticated_user,none,approved mockup states for YL-M-089,contracts/feature-map.yaml,PLANNED
YL-A-055-C-P06_003-01,P06-003,YL-A-055,ANDROID,PRIMARY_VISIBLE,查看项目详情和聚合内容,/api/mobile/v1/projects/{projectId},authenticated_user,none,approved mockup states for YL-A-055,contracts/feature-map.yaml,PLANNED
YL-M-090-C-P06_003-02,P06-003,YL-M-090,ADMIN,ADMIN_CONTROL,查看项目详情和聚合内容,/api/mobile/v1/projects/{projectId},authenticated_user,none,approved mockup states for YL-M-090,contracts/feature-map.yaml,PLANNED
YL-A-056-C-P06_004-01,P06-004,YL-A-056,ANDROID,PRIMARY_VISIBLE,编辑项目名称、描述和默认模型,/api/mobile/v1/projects/{projectId},authenticated_user,none,approved mockup states for YL-A-056,contracts/feature-map.yaml,PLANNED
YL-M-090-C-P06_004-02,P06-004,YL-M-090,ADMIN,ADMIN_CONTROL,编辑项目名称、描述和默认模型,/api/mobile/v1/projects/{projectId},authenticated_user,none,approved mockup states for YL-M-090,contracts/feature-map.yaml,PLANNED
YL-A-056-C-P06_005-01,P06-005,YL-A-056,ANDROID,PRIMARY_VISIBLE,归档或删除项目,/api/mobile/v1/projects/{projectId},authenticated_user,none,approved mockup states for YL-A-056,contracts/feature-map.yaml,PLANNED
YL-M-089-C-P06_005-02,P06-005,YL-M-089,ADMIN,ADMIN_CONTROL,归档或删除项目,/api/mobile/v1/projects/{projectId},authenticated_user,none,approved mockup states for YL-M-089,contracts/feature-map.yaml,PLANNED
YL-A-057-C-P06_006-01,P06-006,YL-A-057,ANDROID,PRIMARY_VISIBLE,设置项目专属系统指令,/api/mobile/v1/projects/{projectId}/instructions,authenticated_user,none,approved mockup states for YL-A-057,contracts/feature-map.yaml,PLANNED
YL-M-091-C-P06_006-02,P06-006,YL-M-091,ADMIN,ADMIN_CONTROL,设置项目专属系统指令,/api/mobile/v1/projects/{projectId}/instructions,authenticated_user,none,approved mockup states for YL-M-091,contracts/feature-map.yaml,PLANNED
YL-A-022-C-P06_007-01,P06-007,YL-A-022,ANDROID,PRIMARY_VISIBLE,将会话移入或移出项目,/api/mobile/v1/conversations/{conversationId}/project,authenticated_user,none,approved mockup states for YL-A-022,contracts/feature-map.yaml,PLANNED
YL-M-090-C-P06_007-02,P06-007,YL-M-090,ADMIN,ADMIN_CONTROL,将会话移入或移出项目,/api/mobile/v1/conversations/{conversationId}/project,authenticated_user,none,approved mockup states for YL-M-090,contracts/feature-map.yaml,PLANNED
YL-A-058-C-P06_008-01,P06-008,YL-A-058,ANDROID,PRIMARY_VISIBLE,将文件加入项目知识库,/api/mobile/v1/projects/{projectId}/files,authenticated_user,none,approved mockup states for YL-A-058,contracts/feature-map.yaml,PLANNED
YL-M-092-C-P06_008-02,P06-008,YL-M-092,ADMIN,ADMIN_CONTROL,将文件加入项目知识库,/api/mobile/v1/projects/{projectId}/files,authenticated_user,none,approved mockup states for YL-M-092,contracts/feature-map.yaml,PLANNED
YL-A-059-C-P06_009-01,P06-009,YL-A-059,ANDROID,PRIMARY_VISIBLE,将作品关联到项目,/api/mobile/v1/projects/{projectId}/artifacts,authenticated_user,none,approved mockup states for YL-A-059,contracts/feature-map.yaml,PLANNED
YL-M-090-C-P06_009-02,P06-009,YL-M-090,ADMIN,ADMIN_CONTROL,将作品关联到项目,/api/mobile/v1/projects/{projectId}/artifacts,authenticated_user,none,approved mockup states for YL-M-090,contracts/feature-map.yaml,PLANNED
YL-M-093-C-P06_010-01,P06-010,YL-M-093,ADMIN,ADMIN_CONTROL,对项目文件进行分块和索引,job://knowledge-index,authenticated_user,none,approved mockup states for YL-M-093,contracts/feature-map.yaml,PLANNED
YL-M-093-C-P06_011-01,P06-011,YL-M-093,ADMIN,ADMIN_CONTROL,生成向量并保存到 pgvector,job://embedding-generate,authenticated_user,usage_metered,approved mockup states for YL-M-093,contracts/feature-map.yaml,PLANNED
YL-M-094-C-P06_012-01,P06-012,YL-M-094,ADMIN,ADMIN_CONTROL,基于项目资料执行混合检索,/internal/v1/projects/{projectId}/retrieve,authenticated_user,none,approved mockup states for YL-M-094,contracts/feature-map.yaml,PLANNED
YL-M-095-C-P06_013-01,P06-013,YL-M-095,ADMIN,ADMIN_CONTROL,把检索结果编译进模型上下文,domain://context/project-knowledge,authenticated_user,none,approved mockup states for YL-M-095,contracts/feature-map.yaml,PLANNED
YL-A-060-C-P06_014-01,P06-014,YL-A-060,ANDROID,PRIMARY_VISIBLE,在回答中显示项目文件引用,/api/mobile/v1/messages/{messageId}/citations,authenticated_user,none,approved mockup states for YL-A-060,contracts/feature-map.yaml,PLANNED
YL-M-096-C-P06_014-02,P06-014,YL-M-096,ADMIN,ADMIN_CONTROL,在回答中显示项目文件引用,/api/mobile/v1/messages/{messageId}/citations,authenticated_user,none,approved mockup states for YL-M-096,contracts/feature-map.yaml,PLANNED
YL-A-058-C-P06_015-01,P06-015,YL-A-058,ANDROID,PRIMARY_VISIBLE,显示知识文件索引状态和失败原因,/api/mobile/v1/projects/{projectId}/files,authenticated_user,none,approved mockup states for YL-A-058,contracts/feature-map.yaml,PLANNED
YL-M-093-C-P06_015-02,P06-015,YL-M-093,ADMIN,ADMIN_CONTROL,显示知识文件索引状态和失败原因,/api/mobile/v1/projects/{projectId}/files,authenticated_user,none,approved mockup states for YL-M-093,contracts/feature-map.yaml,PLANNED
YL-A-058-C-P06_016-01,P06-016,YL-A-058,ANDROID,PRIMARY_VISIBLE,手动重建单个文件索引,/api/mobile/v1/projects/{projectId}/files/{fileId}/reindex,authenticated_user,none,approved mockup states for YL-A-058,contracts/feature-map.yaml,PLANNED
YL-M-093-C-P06_016-02,P06-016,YL-M-093,ADMIN,ADMIN_CONTROL,手动重建单个文件索引,/api/mobile/v1/projects/{projectId}/files/{fileId}/reindex,authenticated_user,none,approved mockup states for YL-M-093,contracts/feature-map.yaml,PLANNED
YL-A-061-C-P06_017-01,P06-017,YL-A-061,ANDROID,PRIMARY_VISIBLE,搜索项目、会话、文件和作品,/api/mobile/v1/workspace/search,authenticated_user,none,approved mockup states for YL-A-061,contracts/feature-map.yaml,PLANNED
YL-M-097-C-P06_017-02,P06-017,YL-M-097,ADMIN,ADMIN_CONTROL,搜索项目、会话、文件和作品,/api/mobile/v1/workspace/search,authenticated_user,none,approved mockup states for YL-M-097,contracts/feature-map.yaml,PLANNED
YL-M-086-C-P06_018-01,P06-018,YL-M-086,ADMIN,ADMIN_CONTROL,按套餐限制项目数量和索引容量,policy://project-quota,authenticated_user,none,approved mockup states for YL-M-086,contracts/feature-map.yaml,PLANNED
YL-M-098-C-P06_019-01,P06-019,YL-M-098,ADMIN,ADMIN_CONTROL,后台查询项目和知识索引健康,/admin/v1/projects/{projectId}/diagnostics,authenticated_user,none,approved mockup states for YL-M-098,contracts/feature-map.yaml,PLANNED
YL-M-099-C-P06_020-01,P06-020,YL-M-099,ADMIN,ADMIN_CONTROL,后台执行检索测试和结果解释,/admin/v1/projects/{projectId}/retrieval-test,authenticated_user,none,approved mockup states for YL-M-099,contracts/feature-map.yaml,PLANNED
YL-A-062-C-P07_001-01,P07-001,YL-A-062,ANDROID,PRIMARY_VISIBLE,展示图片工作台首页,/api/mobile/v1/image-workspace,authenticated_user,none,approved mockup states for YL-A-062,contracts/feature-map.yaml,PLANNED
YL-M-100-C-P07_001-02,P07-001,YL-M-100,ADMIN,ADMIN_CONTROL,展示图片工作台首页,/api/mobile/v1/image-workspace,authenticated_user,none,approved mockup states for YL-M-100,contracts/feature-map.yaml,PLANNED
YL-A-063-C-P07_002-01,P07-002,YL-A-063,ANDROID,PRIMARY_VISIBLE,选择图片生成或编辑模式,android://image-mode,authenticated_user,none,approved mockup states for YL-A-063,contracts/feature-map.yaml,PLANNED
YL-M-100-C-P07_002-02,P07-002,YL-M-100,ADMIN,ADMIN_CONTROL,选择图片生成或编辑模式,android://image-mode,authenticated_user,none,approved mockup states for YL-M-100,contracts/feature-map.yaml,PLANNED
YL-A-063-C-P07_003-01,P07-003,YL-A-063,ANDROID,PRIMARY_VISIBLE,输入和保存图片提示词,android://image-prompt,authenticated_user,none,approved mockup states for YL-A-063,contracts/feature-map.yaml,PLANNED
YL-A-063-C-P07_004-01,P07-004,YL-A-063,ANDROID,PRIMARY_VISIBLE,选择图片模型,/api/mobile/v1/models?capability=image_generation,authenticated_user,none,approved mockup states for YL-A-063,contracts/feature-map.yaml,PLANNED
YL-M-101-C-P07_004-02,P07-004,YL-M-101,ADMIN,ADMIN_CONTROL,选择图片模型,/api/mobile/v1/models?capability=image_generation,authenticated_user,none,approved mockup states for YL-M-101,contracts/feature-map.yaml,PLANNED
YL-A-063-C-P07_005-01,P07-005,YL-A-063,ANDROID,PRIMARY_VISIBLE,选择比例、数量、质量和风格,/api/mobile/v1/tools/image/options,authenticated_user,none,approved mockup states for YL-A-063,contracts/feature-map.yaml,PLANNED
YL-M-100-C-P07_005-02,P07-005,YL-M-100,ADMIN,ADMIN_CONTROL,选择比例、数量、质量和风格,/api/mobile/v1/tools/image/options,authenticated_user,none,approved mockup states for YL-M-100,contracts/feature-map.yaml,PLANNED
YL-A-063-C-P07_006-01,P07-006,YL-A-063,ANDROID,PRIMARY_VISIBLE,上传参考图或待编辑图片,/api/mobile/v1/files/uploads,authenticated_user,none,approved mockup states for YL-A-063,contracts/feature-map.yaml,PLANNED
YL-M-076-C-P07_006-02,P07-006,YL-M-076,ADMIN,ADMIN_CONTROL,上传参考图或待编辑图片,/api/mobile/v1/files/uploads,authenticated_user,none,approved mockup states for YL-M-076,contracts/feature-map.yaml,PLANNED
YL-A-063-C-P07_007-01,P07-007,YL-A-063,ANDROID,PRIMARY_VISIBLE,提交异步图片生成任务,/api/mobile/v1/images/generations,authenticated_user,usage_metered,approved mockup states for YL-A-063,contracts/feature-map.yaml,PLANNED
YL-M-102-C-P07_007-02,P07-007,YL-M-102,ADMIN,ADMIN_CONTROL,提交异步图片生成任务,/api/mobile/v1/images/generations,authenticated_user,usage_metered,approved mockup states for YL-M-102,contracts/feature-map.yaml,PLANNED
YL-A-063-C-P07_008-01,P07-008,YL-A-063,ANDROID,PRIMARY_VISIBLE,提交异步图片编辑任务,/api/mobile/v1/images/edits,authenticated_user,usage_metered,approved mockup states for YL-A-063,contracts/feature-map.yaml,PLANNED
YL-M-102-C-P07_008-02,P07-008,YL-M-102,ADMIN,ADMIN_CONTROL,提交异步图片编辑任务,/api/mobile/v1/images/edits,authenticated_user,usage_metered,approved mockup states for YL-M-102,contracts/feature-map.yaml,PLANNED
YL-M-103-C-P07_009-01,P07-009,YL-M-103,ADMIN,ADMIN_CONTROL,预检额度并冻结预计费用,domain://billing/reserve,authenticated_user,usage_metered,approved mockup states for YL-M-103,contracts/feature-map.yaml,PLANNED
YL-A-064-C-P07_010-01,P07-010,YL-A-064,ANDROID,PRIMARY_VISIBLE,轮询或订阅图片任务进度,/api/mobile/v1/jobs/{jobId}/events,authenticated_user,none,approved mockup states for YL-A-064,contracts/feature-map.yaml,PLANNED
YL-M-102-C-P07_010-02,P07-010,YL-M-102,ADMIN,ADMIN_CONTROL,轮询或订阅图片任务进度,/api/mobile/v1/jobs/{jobId}/events,authenticated_user,none,approved mockup states for YL-M-102,contracts/feature-map.yaml,PLANNED
YL-A-064-C-P07_011-01,P07-011,YL-A-064,ANDROID,PRIMARY_VISIBLE,取消等待或运行中的图片任务,/api/mobile/v1/jobs/{jobId}/cancel,authenticated_user,none,approved mockup states for YL-A-064,contracts/feature-map.yaml,PLANNED
YL-M-102-C-P07_011-02,P07-011,YL-M-102,ADMIN,ADMIN_CONTROL,取消等待或运行中的图片任务,/api/mobile/v1/jobs/{jobId}/cancel,authenticated_user,none,approved mockup states for YL-M-102,contracts/feature-map.yaml,PLANNED
YL-A-064-C-P07_012-01,P07-012,YL-A-064,ANDROID,PRIMARY_VISIBLE,重试可恢复的失败图片任务,/api/mobile/v1/jobs/{jobId}/retry,authenticated_user,usage_metered,approved mockup states for YL-A-064,contracts/feature-map.yaml,PLANNED
YL-M-102-C-P07_012-02,P07-012,YL-M-102,ADMIN,ADMIN_CONTROL,重试可恢复的失败图片任务,/api/mobile/v1/jobs/{jobId}/retry,authenticated_user,usage_metered,approved mockup states for YL-M-102,contracts/feature-map.yaml,PLANNED
YL-M-104-C-P07_013-01,P07-013,YL-M-104,ADMIN,ADMIN_CONTROL,任务完成后生成系统通知,job://notify-job-complete,authenticated_user,none,approved mockup states for YL-M-104,contracts/feature-map.yaml,PLANNED
YL-M-105-C-P07_014-01,P07-014,YL-M-105,ADMIN,ADMIN_CONTROL,将生成结果保存为图片作品,domain://artifacts/image-create,authenticated_user,none,approved mockup states for YL-M-105,contracts/feature-map.yaml,PLANNED
YL-A-065-C-P07_015-01,P07-015,YL-A-065,ANDROID,PRIMARY_VISIBLE,显示生成图片网格和详情,/api/mobile/v1/artifacts/{artifactId},authenticated_user,none,approved mockup states for YL-A-065,contracts/feature-map.yaml,PLANNED
YL-M-106-C-P07_015-02,P07-015,YL-M-106,ADMIN,ADMIN_CONTROL,显示生成图片网格和详情,/api/mobile/v1/artifacts/{artifactId},authenticated_user,none,approved mockup states for YL-M-106,contracts/feature-map.yaml,PLANNED
YL-A-066-C-P07_016-01,P07-016,YL-A-066,ANDROID,PRIMARY_VISIBLE,下载或分享生成图片,/api/mobile/v1/artifacts/{artifactId}/download,authenticated_user,none,approved mockup states for YL-A-066,contracts/feature-map.yaml,PLANNED
YL-M-107-C-P07_016-02,P07-016,YL-M-107,ADMIN,ADMIN_CONTROL,下载或分享生成图片,/api/mobile/v1/artifacts/{artifactId}/download,authenticated_user,none,approved mockup states for YL-M-107,contracts/feature-map.yaml,PLANNED
YL-A-066-C-P07_017-01,P07-017,YL-A-066,ANDROID,PRIMARY_VISIBLE,基于作品继续编辑并创建新版本,/api/mobile/v1/artifacts/{artifactId}/versions,authenticated_user,usage_metered,approved mockup states for YL-A-066,contracts/feature-map.yaml,PLANNED
YL-M-108-C-P07_017-02,P07-017,YL-M-108,ADMIN,ADMIN_CONTROL,基于作品继续编辑并创建新版本,/api/mobile/v1/artifacts/{artifactId}/versions,authenticated_user,usage_metered,approved mockup states for YL-M-108,contracts/feature-map.yaml,PLANNED
YL-M-109-C-P07_018-01,P07-018,YL-M-109,ADMIN,ADMIN_CONTROL,对输入和输出执行内容安全检查,policy://image-safety,authenticated_user,none,approved mockup states for YL-M-109,contracts/feature-map.yaml,PLANNED
YL-M-110-C-P07_019-01,P07-019,YL-M-110,ADMIN,ADMIN_CONTROL,按实际结果结算或释放冻结额度,domain://billing/settle-reservation,authenticated_user,usage_metered,approved mockup states for YL-M-110,contracts/feature-map.yaml,PLANNED
YL-M-102-C-P07_020-01,P07-020,YL-M-102,ADMIN,ADMIN_CONTROL,后台查询图片任务和供应商响应,/admin/v1/image-jobs,authenticated_user,none,approved mockup states for YL-M-102,contracts/feature-map.yaml,PLANNED
YL-M-100-C-P07_021-01,P07-021,YL-M-100,ADMIN,ADMIN_CONTROL,后台配置图片模型、参数和定价,/admin/v1/tools/image/config,authenticated_user,none,approved mockup states for YL-M-100,contracts/feature-map.yaml,PLANNED
YL-M-102-C-P07_022-01,P07-022,YL-M-102,ADMIN,ADMIN_CONTROL,后台人工重试或终止异常图片任务,/admin/v1/jobs/{jobId}/action,admin,none,approved mockup states for YL-M-102,contracts/feature-map.yaml,PLANNED
YL-A-067-C-P08_001-01,P08-001,YL-A-067,ANDROID,PRIMARY_VISIBLE,创建 PPT 项目并保存草稿,/api/mobile/v1/presentations,authenticated_user,none,approved mockup states for YL-A-067,contracts/feature-map.yaml,PLANNED
YL-M-111-C-P08_001-02,P08-001,YL-M-111,ADMIN,ADMIN_CONTROL,创建 PPT 项目并保存草稿,/api/mobile/v1/presentations,authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-A-068-C-P08_002-01,P08-002,YL-A-068,ANDROID,PRIMARY_VISIBLE,填写主题、用途、受众、语言和页数,/api/mobile/v1/presentations/{presentationId},authenticated_user,none,approved mockup states for YL-A-068,contracts/feature-map.yaml,PLANNED
YL-M-111-C-P08_002-02,P08-002,YL-M-111,ADMIN,ADMIN_CONTROL,填写主题、用途、受众、语言和页数,/api/mobile/v1/presentations/{presentationId},authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-A-069-C-P08_003-01,P08-003,YL-A-069,ANDROID,PRIMARY_VISIBLE,添加 PDF、Word、Excel 或已有 PPT 资料,/api/mobile/v1/presentations/{presentationId}/sources,authenticated_user,none,approved mockup states for YL-A-069,contracts/feature-map.yaml,PLANNED
YL-M-111-C-P08_003-02,P08-003,YL-M-111,ADMIN,ADMIN_CONTROL,添加 PDF、Word、Excel 或已有 PPT 资料,/api/mobile/v1/presentations/{presentationId}/sources,authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-A-070-C-P08_004-01,P08-004,YL-A-070,ANDROID,PRIMARY_VISIBLE,选择 PPT 风格和模板,/api/mobile/v1/presentation-templates,authenticated_user,none,approved mockup states for YL-A-070,contracts/feature-map.yaml,PLANNED
YL-M-112-C-P08_004-02,P08-004,YL-M-112,ADMIN,ADMIN_CONTROL,选择 PPT 风格和模板,/api/mobile/v1/presentation-templates,authenticated_user,none,approved mockup states for YL-M-112,contracts/feature-map.yaml,PLANNED
YL-A-071-C-P08_005-01,P08-005,YL-A-071,ANDROID,PRIMARY_VISIBLE,生成结构化 PPT 大纲,/api/mobile/v1/presentations/{presentationId}/outline,authenticated_user,usage_metered,approved mockup states for YL-A-071,contracts/feature-map.yaml,PLANNED
YL-M-113-C-P08_005-02,P08-005,YL-M-113,ADMIN,ADMIN_CONTROL,生成结构化 PPT 大纲,/api/mobile/v1/presentations/{presentationId}/outline,authenticated_user,usage_metered,approved mockup states for YL-M-113,contracts/feature-map.yaml,PLANNED
YL-A-072-C-P08_006-01,P08-006,YL-A-072,ANDROID,PRIMARY_VISIBLE,编辑章节、页面标题和核心内容,/api/mobile/v1/presentations/{presentationId}/outline,authenticated_user,none,approved mockup states for YL-A-072,contracts/feature-map.yaml,PLANNED
YL-M-111-C-P08_006-02,P08-006,YL-M-111,ADMIN,ADMIN_CONTROL,编辑章节、页面标题和核心内容,/api/mobile/v1/presentations/{presentationId}/outline,authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-A-072-C-P08_007-01,P08-007,YL-A-072,ANDROID,PRIMARY_VISIBLE,确认大纲后锁定渲染输入版本,/api/mobile/v1/presentations/{presentationId}/outline/approve,authenticated_user,none,approved mockup states for YL-A-072,contracts/feature-map.yaml,PLANNED
YL-M-111-C-P08_007-02,P08-007,YL-M-111,ADMIN,ADMIN_CONTROL,确认大纲后锁定渲染输入版本,/api/mobile/v1/presentations/{presentationId}/outline/approve,authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-M-113-C-P08_008-01,P08-008,YL-M-113,ADMIN,ADMIN_CONTROL,生成符合 Schema 的 Deck JSON,job://ppt-deck-json,authenticated_user,usage_metered,approved mockup states for YL-M-113,contracts/feature-map.yaml,PLANNED
YL-M-114-C-P08_009-01,P08-009,YL-M-114,ADMIN,ADMIN_CONTROL,校验 Deck JSON 结构和文本溢出风险,job://ppt-deck-validate,authenticated_user,none,approved mockup states for YL-M-114,contracts/feature-map.yaml,PLANNED
YL-M-113-C-P08_010-01,P08-010,YL-M-113,ADMIN,ADMIN_CONTROL,确定性渲染中文文本和版式,job://pptx-render,authenticated_user,usage_metered,approved mockup states for YL-M-113,contracts/feature-map.yaml,PLANNED
YL-M-115-C-P08_011-01,P08-011,YL-M-115,ADMIN,ADMIN_CONTROL,生成 PPTX 文件,artifact://pptx,authenticated_user,none,approved mockup states for YL-M-115,contracts/feature-map.yaml,PLANNED
YL-M-113-C-P08_012-01,P08-012,YL-M-113,ADMIN,ADMIN_CONTROL,生成 PDF 和每页预览图,job://ppt-preview-render,authenticated_user,none,approved mockup states for YL-M-113,contracts/feature-map.yaml,PLANNED
YL-A-073-C-P08_013-01,P08-013,YL-A-073,ANDROID,PRIMARY_VISIBLE,显示异步生成进度和阶段,/api/mobile/v1/jobs/{jobId}/events,authenticated_user,none,approved mockup states for YL-A-073,contracts/feature-map.yaml,PLANNED
YL-M-113-C-P08_013-02,P08-013,YL-M-113,ADMIN,ADMIN_CONTROL,显示异步生成进度和阶段,/api/mobile/v1/jobs/{jobId}/events,authenticated_user,none,approved mockup states for YL-M-113,contracts/feature-map.yaml,PLANNED
YL-A-074-C-P08_014-01,P08-014,YL-A-074,ANDROID,PRIMARY_VISIBLE,预览和横向浏览每页幻灯片,/api/mobile/v1/presentations/{presentationId}/slides,authenticated_user,none,approved mockup states for YL-A-074,contracts/feature-map.yaml,PLANNED
YL-M-111-C-P08_014-02,P08-014,YL-M-111,ADMIN,ADMIN_CONTROL,预览和横向浏览每页幻灯片,/api/mobile/v1/presentations/{presentationId}/slides,authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-A-074-C-P08_015-01,P08-015,YL-A-074,ANDROID,PRIMARY_VISIBLE,拖动调整页面顺序,/api/mobile/v1/presentations/{presentationId}/slide-order,authenticated_user,none,approved mockup states for YL-A-074,contracts/feature-map.yaml,PLANNED
YL-M-111-C-P08_015-02,P08-015,YL-M-111,ADMIN,ADMIN_CONTROL,拖动调整页面顺序,/api/mobile/v1/presentations/{presentationId}/slide-order,authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-A-075-C-P08_016-01,P08-016,YL-A-075,ANDROID,PRIMARY_VISIBLE,重新生成单页内容,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/regenerate,authenticated_user,usage_metered,approved mockup states for YL-A-075,contracts/feature-map.yaml,PLANNED
YL-M-113-C-P08_016-02,P08-016,YL-M-113,ADMIN,ADMIN_CONTROL,重新生成单页内容,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/regenerate,authenticated_user,usage_metered,approved mockup states for YL-M-113,contracts/feature-map.yaml,PLANNED
YL-A-075-C-P08_017-01,P08-017,YL-A-075,ANDROID,PRIMARY_VISIBLE,更换单页版式,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/layout,authenticated_user,none,approved mockup states for YL-A-075,contracts/feature-map.yaml,PLANNED
YL-M-112-C-P08_017-02,P08-017,YL-M-112,ADMIN,ADMIN_CONTROL,更换单页版式,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/layout,authenticated_user,none,approved mockup states for YL-M-112,contracts/feature-map.yaml,PLANNED
YL-A-075-C-P08_018-01,P08-018,YL-A-075,ANDROID,PRIMARY_VISIBLE,替换单页图片或图表数据,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/assets,authenticated_user,none,approved mockup states for YL-A-075,contracts/feature-map.yaml,PLANNED
YL-M-111-C-P08_018-02,P08-018,YL-M-111,ADMIN,ADMIN_CONTROL,替换单页图片或图表数据,/api/mobile/v1/presentations/{presentationId}/slides/{slideId}/assets,authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-M-108-C-P08_019-01,P08-019,YL-M-108,ADMIN,ADMIN_CONTROL,为每次修改创建作品版本,/api/mobile/v1/presentations/{presentationId}/versions,authenticated_user,none,approved mockup states for YL-M-108,contracts/feature-map.yaml,PLANNED
YL-A-076-C-P08_020-01,P08-020,YL-A-076,ANDROID,PRIMARY_VISIBLE,下载 PPTX 或 PDF,/api/mobile/v1/presentations/{presentationId}/download?format={format},authenticated_user,none,approved mockup states for YL-A-076,contracts/feature-map.yaml,PLANNED
YL-M-107-C-P08_020-02,P08-020,YL-M-107,ADMIN,ADMIN_CONTROL,下载 PPTX 或 PDF,/api/mobile/v1/presentations/{presentationId}/download?format={format},authenticated_user,none,approved mockup states for YL-M-107,contracts/feature-map.yaml,PLANNED
YL-W-006-C-P08_020-03,P08-020,YL-W-006,WEB,PUBLIC_SUPPORT,下载 PPTX 或 PDF,/api/mobile/v1/presentations/{presentationId}/download?format={format},authenticated_user,none,approved mockup states for YL-W-006,contracts/feature-map.yaml,PLANNED
YL-A-076-C-P08_021-01,P08-021,YL-A-076,ANDROID,PRIMARY_VISIBLE,复制 PPT 项目继续创作,/api/mobile/v1/presentations/{presentationId}/duplicate,authenticated_user,none,approved mockup states for YL-A-076,contracts/feature-map.yaml,PLANNED
